osm_id,status,place_id,resolved_name,resolved_lat,resolved_lng,reason
21717872,resolved,ChIJ34h6RjjKlzMRkkZ5JET62uI,Ayala Museum,14.5535827,121.0233285,
24797807,resolved,ChIJPYnycmbJlzMRehGVEWz2PAo,Cartimar Market,14.5508559,120.9975074,
24815678,low_confidence,ChIJKxVXEvA1joARNQHQfZezRS8,Kamakura Japanese Restaurant,37.22552780000001,-121.9826667,distance=11278.4km>5.0km
24915119,resolved,ChIJC8d-NSvKlzMRN741NAKJtjo,Max's Restaurant - Malate,14.5691667,120.9833333,
25248731,resolved,ChIJR-wcWQDJlzMR0WerPOzsxGU,Starbucks - One Ayala,14.551378,121.027928,
25388531,low_confidence,ChIJI5-uxO7DlzMRqsFugYdjyN0,Madonna's Eatery,14.4841583,121.1871737,distance=21.6km>5.0km
25388992,resolved,ChIJnSlggqnOlzMRdsw9huxxmo8,Shakey's,14.5211026,120.9904298,
25388993,resolved,ChIJ39527lLJlzMRG-995DW8bso,McDonald's,14.5274157,120.9972408,
25389025,low_confidence,ChIJBSLviUu4-i0RWLqgmWWQhoY,Pasar Desa Bentot,-2.0591099,115.3271586,distance=1947.7km>5.0km
25389049,resolved,ChIJCR9tI63OlzMRbUIEXuKMCwM,Nichols Airport Hotel,14.5242993,120.9967896,
25389056,resolved,ChIJKXXDcU3JlzMRSac3c5Y76a8,Conrad's Grille,14.526439,120.999614,
25389109,resolved,ChIJjZFW50TJlzMR8ozWK4VgKvE,McDonald's Edsa Taft Rotonda,14.5382783,121.0005802,
25389121,resolved,ChIJqXDUP0XJlzMRDK14fTnPofc,Rotonda Hotel,14.5368467,121.0005038,
25426114,resolved,ChIJU4N8-sHJlzMR6_z4wrPf8o4,Chowking Rbcc Baclaran Roxas,14.5307843,120.9938159,
25426116,resolved,ChIJJ5v6fsPJlzMR2uzpuAhlSTY,Red Ribbon | EDSA Sgt. Mariano,14.5373507,121.0017497,
25426129,resolved,ChIJU4N8-sHJlzMR6_z4wrPf8o4,Chowking Rbcc Baclaran Roxas,14.5307843,120.9938159,
25583800,resolved,ChIJ-fvg7ADJlzMRMMgabVhibJ4,Chowking PRC-Makati,14.5719861,121.015562,
25583923,resolved,ChIJ4XhV2WfJlzMROF33M8fjAtY,McDonald's Taft Libertad,14.547609,120.9988294,
25677575,resolved,ChIJqd76Mn89oTMR6tlQGJBlEmY,Baracuda Seafood And Cocktail,12.9257518,123.5749266,
25677578,resolved,ChIJXUhzaHA9oTMRTsEaCTlW0Ro,Amor Farm Beach Resort,12.9187765,123.5823918,
25679277,resolved,ChIJZQ_iP-MDoTMR-AH7QZ7tmik,Villa Amada Hotel,13.1464799,123.7225472,
25679308,resolved,ChIJX0qdbFQBoTMRr6e5fydJp5Q,Daraga Bus Stop,13.1548293,123.7107889,
25679317,resolved,ChIJ__-_W10BoTMRLPgPl59yjeY,La Roca Veranda Suites and Restaurant,13.1560068,123.7467035,
25679322,resolved,ChIJ5V9xl2MBoTMRaA2Av9ciB8w,Renaissance Garden,13.1513997,123.7376279,
25679368,low_confidence,ChIJY5_dB2rHoDMRNlg1R-hTAfQ,LOLA MANAY'S ETERY,12.7498596,124.1358401,distance=61.5km>5.0km
25747602,resolved,ChIJj87O0iB2pTMRRmb-NYOk03w,Ramboy's Lechonan & Restaurant,11.7158413,122.3538546,
25747619,resolved,ChIJ1y3a0Ep2pTMRwWtfbK7aamY,Numancia Public Market,11.7042435,122.3310001,
25750846,resolved,ChIJj8UrUHE8pTMR7HccU-qt8jc,Azure Beach Club Boracay,11.9826991,121.9080842,
25750903,resolved,ChIJac9vy4KdpTMRtuumK4Qqtek,La Esperanza Hotel,11.7007436,122.3671798,
25750904,resolved,ChIJ4-mNKoOdpTMRC6aC7PNTAyc,Chowking - CityMall Kalibo,11.7056313,122.3680371,
25767747,resolved,ChIJjcKdfEE8pTMRA1HZXsV1T4M,Mount Luho,11.9789796,121.9279861,
26032657,low_confidence,ChIJp2V2aADLlzMRDJhhtvS0-7o,Philippine Xinxiang Dragon and Lion Dance Group,14.5997284,120.9782106,name_similarity=49
26032673,resolved,ChIJezYNly_KlzMRnvbehkL1K7w,Starbucks Avenue Square Garden,14.5802927,120.9810257,
26035475,resolved,ChIJOxNZDNzLlzMRApTYw1mDjrU,Spiral,14.5530873,120.9804776,
27915621,resolved,ChIJebJqNQDVjzMRyxuJ698zn84,view deck,17.0293712,120.9085276,
28997463,resolved,ChIJq6qqGilavTMRe57fy9C37hM,Villa Gregoria Resort,14.1185479,121.4168905,
165972238,resolved,ChIJY7EVgke4lzMRDeZbE2SDOiQ,McDonald's,14.6213126,121.1026302,
188124568,resolved,ChIJsXTpBy4cujMR2csCU2nYI5E,Two Seasons Coron Bayside Hotel,11.9932346,120.2109409,
188157494,resolved,ChIJYzrpn9MdujMRLcOZG0eE1WU,Maquinit Hot Spring,11.9915909,120.2281506,
198492707,resolved,ChIJsRen03QAlzMRyieUcjnZxaU,Chicharooms,14.9547373,120.9190217,
206253988,low_confidence,ChIJ2fAPc-ZVtjMRkophsneov8I,El Nido Beach Hotel,11.1832039,119.3924903,name_similarity=53
206257351,low_confidence,ChIJYzrpn9MdujMRLcOZG0eE1WU,Maquinit Hot Spring,11.9915909,120.2281506,distance=115.4km>5.0km
206258158,resolved,ChIJdaz3C4D7vDMRezmmhqGDKEk,LighthousePG,13.518931,120.9894694,
247895654,resolved,ChIJo-IaTX_JlzMRyHS9kLn5UIk,Jollibee Taft Ave Malate,14.5671697,120.9932796,
251456679,resolved,ChIJkcBe_RrJlzMREPkTc80bGi4,Pho Bac Vietnamese Specialties,14.5505046,121.0248927,
251456682,resolved,ChIJ49wYPXbJlzMRphDB1l2t_h8,Zhubajie Premium - Makati (쭈빠찌에 프리미엄 마카티),14.5644598,121.0319028,
251456684,resolved,ChIJo9O6gvDIlzMRuxFsPjuwP88,Pancake House,14.5527212,121.0449404,
251456685,resolved,ChIJc2ux__PIlzMRKLoiCNet5Rk,Starbucks 32nd St. and 7th Ave. Drive-Thru,14.5537475,121.0508284,
251456687,resolved,ChIJDfm94B3JlzMRRK_zW-1yqCY,McDonald's,14.5349119,121.0449211,
251456689,resolved,ChIJ6aJd6dzIlzMRY2MYS5oTX8s,Starbucks Teleperformance McKinley West,14.535816,121.0435311,
253499588,low_confidence,ChIJzd9Oqu9lvTMR-Hj4Nkj9yNU,Zark's Burgers - SM Sto Tomas,14.1053186,121.1513268,distance=12.1km>5.0km
255049847,resolved,ChIJzWgPXmTJlzMRZPC3Ky0q954,Jollibee Trium Square,14.553966,120.9949258,
255049855,zero_results,,,,,ZERO_RESULTS
255049862,resolved,ChIJCayHiqjJlzMRKb14lstVjcg,L'Incontro,14.5656406,121.0234165,
255049908,low_confidence,ChIJI5PTZ7O3lzMRNFhU82yu8Tw,Super Pixels - 3D Printing Solutions,14.6591884,121.0434872,name_similarity=36
255049910,low_confidence,ChIJXWUu6t-2lzMRoJq1FgW3QHs,Eight-to-Go Chihuahuas,14.667108,121.033007,distance=12.9km>5.0km
255050035,resolved,ChIJnbkxV6rJlzMRRNo86N3f2EE,MPT (Makati Prime Tower),14.5641417,121.030322,
255050244,resolved,ChIJlZsVfADJlzMRRAaDYbk97Kc,Chooks to GO,14.573934,121.048938,
255050356,resolved,ChIJE3GuDyXJlzMRzVrVjC8w4bw,Coffee Bean & Tea Leaf - Powerplant Mall,14.5656961,121.0363347,
255050424,resolved,ChIJM0PtezrIlzMRSafiGIdgzJE,Starbucks 515 Shaw Boulevard,14.5880409,121.0453541,
255050774,resolved,ChIJ1aLmHSnKlzMRARcoii1iHWI,Bacolod Chicken Inasal,14.5771842,120.9842405,
255051375,resolved,ChIJ4dvwDQLPlzMR00LyMBKd8G0,Memooi Cafe Moonwalk,14.4952361,121.0141812,
255052689,low_confidence,ChIJwYYZ5GnLlzMRX_Qgy8NOCkc,The W JTV,14.5709441,120.986785,name_similarity=53
255052939,resolved,ChIJBxKxQQLOlzMRwNsNQUUxPb0,Las Pinas Commercial Complex,14.4445516,120.9950392,
255053020,resolved,ChIJoVR1qL-3lzMR1Y2-c_OaLPo,Isetann Cubao,14.6227411,121.0534485,
255053246,resolved,ChIJt464MMe5lzMRKrOc2TOG9H0,Rocha's,14.6309176,121.0955743,
255053274,resolved,ChIJt-XyVGPRlzMRvQ7HgCyMAyE,Jollibee,14.4320538,121.0136935,
255053484,resolved,ChIJF79FwnrHlzMRwAnWNzd8Qns,Tropical Hut Hamburger,14.5791073,121.1351909,
255054669,resolved,ChIJOZakDQnJlzMRIxSFHztL2t0,McDonald's,14.5606689,121.0180172,
255056564,resolved,ChIJHVopuHTNlzMRpEs57c6OAIw,Jollibee Zapote,14.4653395,120.9679625,
255056800,resolved,ChIJ9_jsSDnJlzMR-in0qMRAI4A,Krispy Kreme,14.5529294,121.0448367,
255058205,resolved,ChIJ52CqHPXIlzMRQgs6Zr1NHJU,Texas Roadhouse,14.5566424,121.0537345,
255058212,resolved,ChIJo31M3TmvlzMR2rIPHWca0Po,Mang Pules Kambingan,14.8078625,121.0037344,
255058304,resolved,ChIJRW4oaQDRlzMR1x0cm8TTPTM,Jollibee Talon Uno,14.4391837,121.0018817,
255058333,resolved,ChIJ-4VVo2zIlzMR_-Ry4VlZBac,Elbow Room Metrowalk Ortigas,14.5874371,121.0640763,
255058375,low_confidence,ChIJCR2_MTrJlzMR-nF7DQo1hlo,Pao Cafe - SMDC Jazz Mall,14.5636752,121.0218814,name_similarity=44
255058390,resolved,ChIJhz5zGDzPlzMRkQAa2ry5peI,Upper Bicutan Market,14.5010939,121.0501722,
255058509,resolved,ChIJ07g0qvrIlzMR8cBkvrm1feY,McDonald's,14.5498683,121.044795,
255058579,low_confidence,ChIJT7camjTNlzMRMy1DDVkjtBE,Pho 24,14.4486019,120.98059,distance=14.2km>5.0km
255058720,resolved,ChIJIWIDX1S2lzMRw09OM1Y0TKo,Dulcelin Gourmet,14.6407619,121.0301591,
255058768,low_confidence,ChIJcZsXhPHIlzMRvBscwfOEi34,Pound x Flatterie BGC,14.5510253,121.0503161,name_similarity=52
255058838,resolved,ChIJOzhpnwvJlzMR4bH8ZKUrYjY,Tropical Hut GIL PUYAT,14.5606829,121.0137698,
255059058,resolved,ChIJS7ua-TS3lzMRjxRJ-bkEkww,Jollibee Mayon,14.6302902,120.9959042,
255059266,low_confidence,ChIJS8rXHwAAlzMR3UAFAyQ0k0g,Baliwag,14.9656856,120.8943088,distance=23.4km>5.0km
255059456,low_confidence,ChIJj7-VYFXHlzMRUqAAFjh5jM0,Chef Robert's Gourmet Food,14.5763768,121.0851097,distance=11.8km>5.0km
255059462,resolved,ChIJaX9Nh_HIlzMR2h0XLFBRR9I,TGI Friday's,14.5508224,121.0505571,
255059495,resolved,ChIJlyhkYlTIlzMRDk2pFafEji8,Kaya Korean Restaurant- Powerplant Mall,14.5647742,121.0364634,
255059567,resolved,ChIJr8hAVaLJlzMRe6Ocrs4CwV8,Greenery Kitchen,14.5762287,121.0155037,
255059858,low_confidence,ChIJMa2fSuDLlzMR-xhYcrRXgIE,Dampa Seaside Market,14.5451167,120.987143,distance=5.6km>5.0km
255059898,resolved,ChIJ_8DYDU_JlzMRz1oGDep3QIw,Via Mare - Ayala North Exchange,14.5598517,121.0156554,
255060000,resolved,ChIJT23sSqrJlzMRai1KlBnxMAk,"Firefly Roofdeck Restaurant, Makati",14.5647566,121.0292562,
255060020,low_confidence,ChIJWXMlOgC5lzMRtialOk7EZpk,Valley View Phase 3 Club House,14.5924985,121.1326602,distance=17.5km>5.0km
255060024,resolved,ChIJr9zC4MC3lzMRHVjf7bT0nVs,Farmers Market - Araneta City,14.6192503,121.0523754,
255060049,low_confidence,ChIJS_23WSCNGGAR0u8y4o_GYew,Shinjuku City,35.6938253,139.7033559,distance=2998.9km>5.0km
255060059,resolved,ChIJC8z4slDJlzMRp2HNOL7StF8,Kenny Rogers Roasters - Roxas Blvd,14.5356703,120.9933522,
255060145,low_confidence,ChIJV_5nBkC3lzMRDhxpmwChQ9M,EarthOrigins Marketplace + Cafe,14.6342817,121.0262501,name_similarity=43
255060418,resolved,ChIJZe-2tvrIlzMRb7uiroh2nAg,UCC Cafe Terrace,14.5502563,121.0447823,
255060511,zero_results,,,,,ZERO_RESULTS
255060716,resolved,ChIJewWV0_vLlzMR35E85dk3QJ0,The PAD By Padi's Point,14.5337248,120.9792175,
255060724,resolved,ChIJHWJ2ORDJlzMRRrHwX3LDuik,Watami Grill and Sushi Bar - Greenbelt,14.5521222,121.0201949,
255060751,resolved,ChIJK2hHPWm2lzMR9MvK4qns-Rg,Mightee Mart - Retiro,14.6346375,121.0062031,
255060752,resolved,ChIJhzXKixDIlzMRrFYAI310w-Q,Music Platinum Family KTV,14.5866644,121.0643892,
255060821,resolved,ChIJScfDb9THlzMRHW_Hf6XLq3g,Lumang Palengke,14.5574718,121.0843236,
255060904,resolved,ChIJ8xtMYfzLlzMRe_iBE4ekdeE,Pier One Bar And Grill,14.535138,120.9822547,
255060940,low_confidence,ChIJd0_7nzjJlzMRhS-abQh-fk0,Brothers Burger Diner - Ayala Malls The 30th,14.5808225,121.064578,distance=6.4km>5.0km
255061113,resolved,ChIJB7ex81O2lzMRn9fIep_rLM4,Great Eastern Hotel,14.6397187,121.0290237,
255061124,resolved,ChIJezncqGXJlzMRAS3BSp_EYnw,Hotel Sogo Buendia,14.5531902,120.996828,
255061127,low_confidence,ChIJIw-SRQCxlzMRto_L1OV0t3s,Wolhwa Galbi Fairview TerracesㅣUnlimited Premium Korean BBQ,14.7357962,121.0600801,distance=6.4km>5.0km
255061259,resolved,ChIJQThoXwC3lzMR6am_j-pmekQ,KFC,14.6304854,120.9962947,
255061264,resolved,ChIJlQhmywu2lzMRsrI2V4ygGqE,Mila's Lechon Laloma | Best Lechon Metro Manila | Best Lechon Philippines,14.625836,120.990352,
255061268,low_confidence,ChIJx7giVEnJlzMRmj-K-EKOmSA,Seareyna Food And Drinks,14.5297713,121.005156,distance=25.7km>5.0km
255061351,low_confidence,ChIJWzgMrBsdlzMRnZjE3MYRi4Y,Liam’s Bistro,15.2044101,120.9565873,distance=48.6km>5.0km
255061360,low_confidence,ChIJNwpTLQC3lzMRjVCfvCp_jcM,Bbq sa Kamias,14.6322664,121.0516404,distance=5.7km>5.0km
255061540,low_confidence,ChIJqT_h9Bq3lzMRdNAQjOBZQ74,Mommy Dolora's Pancit (West Avenue Branch),14.6390583,121.0260588,name_similarity=57
255061743,low_confidence,ChIJwfLt9prJlzMRdhDZduDbDrI,Som's The Original Thai Restaurant,14.5659253,121.0335573,name_similarity=50
255061928,resolved,ChIJx5yEKmnPlzMRVuYGGj4KgGk,Infinity Spa - Bay Area,14.5170564,120.9940109,
255062018,resolved,ChIJ2Zu6N1jIlzMRxd5POz4NABg,Dencio's Eatery,14.5622263,121.0463171,
255062367,low_confidence,ChIJO71IouPOlzMRaky9_X0VL3o,RCV Trading,14.4928846,121.0293479,name_similarity=36
255062506,resolved,ChIJcd1sGQDJlzMRS2hTGc3Y3Ek,St.Marc cafe-,14.5536185,121.0456091,
255062754,resolved,ChIJUxCdnsS1lzMRQm4bWpVcToo,Maypajo Public Market And Commercial Complex,14.6377406,120.974375,
255062916,low_confidence,ChIJ2zXFfHBUvTMRNthd20pWVxI,Lucban,14.1143955,121.5547237,distance=77.2km>5.0km
255063314,resolved,ChIJQQdEszvJlzMRgk8UuuZls0g,Starbucks Paseo de Magallanes Drive−thru,14.535392,121.0189188,
255063346,resolved,ChIJF7w9BsDJlzMRPooy2ALoAv0,SMOKEYS,14.5857826,121.0112301,
255063509,resolved,ChIJ0zS_cVK2lzMRpai8c1JApGQ,Johnny's Steak and Grill,14.635143,121.02968,
255063531,resolved,ChIJ2dFa8X-2lzMRgcjpcWW7Q0U,Swan Lake Restaurant,14.6501243,120.9880439,
255063568,resolved,ChIJf76urOizlzMR1eiYXBLiZOQ,Jollibee - Petron Marilao Northbound,14.763696,120.9635688,
255063778,resolved,ChIJc_NM2ya2lzMR1Y46YAiOTxA,Pizza Hut,14.6087203,121.017322,
255063833,low_confidence,ChIJ37FkNCG1lzMR7_p7FOFFpuo,999 Shopping Mall (Caloocan),14.6513684,120.9717047,name_similarity=54
255064101,resolved,ChIJq6p6vuq3lzMRevmgBaJL7zE,Fernandina 88 Suites Hotel,14.61906,121.0575948,
255064102,resolved,ChIJzbtbBwvJlzMRDLt5RvLkJ-k,Tiara Oriental,14.5615456,121.013368,
255064132,resolved,ChIJ3eiSQBLJlzMRhX843w1vF-I,Unakichi,14.5525555,121.0147581,
255064481,low_confidence,ChIJ7d3fXQBRljMRTxiQvKqrp0g,Ka Ihaw Grill House,14.8396695,120.7472885,distance=22.0km>5.0km
255064636,resolved,ChIJC8d-NSvKlzMRN741NAKJtjo,Max's Restaurant - Malate,14.5691667,120.9833333,
255064739,resolved,ChIJvdQp86y3lzMRvl68i89pc7Y,Hotel Rembrandt,14.6376333,121.0358047,
255064744,resolved,ChIJd8-Tjc3JlzMRdl3L7W0H05A,Pizza Hut Pioneer,14.5736715,121.0580547,
255064766,resolved,ChIJXWrfFm3PlzMRpOeBSlxf3sU,Jollibee Unioil,14.5002688,120.996805,
255064823,zero_results,,,,,ZERO_RESULTS
255064830,resolved,ChIJWbKs7lzLlzMRUhgbmJH0jKU,Mesa MOA Branch,14.5365888,120.9803104,
255064955,resolved,ChIJJQflFgDJlzMR26lDVqauz08,Brother's Burger | Manila Polo Club,14.5465916,121.0392957,
255065009,low_confidence,ChIJcUPUYajJlzMR_RFu51MIaWo,Caruso Ristorante Italiano,14.5653662,121.0229127,name_similarity=55
255065182,resolved,ChIJPfwAYqrJlzMRpQr7nsCmWR4,H&J Sports Bar and Restaurant,14.5629573,121.0306486,
255065286,resolved,ChIJJ0a_54uylzMRbrJhtYVRBd4,Four Kings Resort,14.7667782,120.9376575,
255065350,resolved,ChIJK6zLk_XJlzMRzl206QfyJwA,Skincarebud Makati - Makati Branch,14.5670151,121.0396595,
255065422,resolved,ChIJPQ9AxM_RlzMRoRs4fquCy1U,Yellow Cab Pizza Co.,14.4278125,121.0239685,
255065576,zero_results,,,,,ZERO_RESULTS
255065644,resolved,ChIJc_VX4N23lzMRBR01XnuQVIE,Choi Garden,14.605187,121.055135,
255065743,resolved,ChIJ5e-YpQHKlzMR3SQ_1boilQk,Central Market,14.6072187,120.9850692,
255065746,low_confidence,ChIJjWbGiQ63lzMRbJBfXQMF0qo,New Kamameshi House authentic japanese cuisine,14.6653976,121.0436607,distance=12.1km>5.0km
255065872,resolved,ChIJ45V4VRDJlzMR-1ALSKheMWw,Milky Way Cafe,14.5508374,121.0195054,
255065889,resolved,ChIJwet_nKzJlzMRkJlmKNqjosE,Robelle Hotel Makati,14.5680614,121.0293767,
255066226,low_confidence,ChIJ9TbFBpVqVBMRGIOUlS4J0_A,Butel,42.0895068,21.463361,distance=9680.4km>5.0km
255066352,resolved,ChIJD7ohf3K2lzMRKObT1AqIP8I,Goldilocks,14.6315562,120.9989283,
255066357,resolved,ChIJOZakDQnJlzMRIxSFHztL2t0,McDonald's,14.5606689,121.0180172,
255066415,resolved,ChIJeYzsshO2lzMRvZ3PvfDftK8,Pan de Manila,14.624932,121.002144,
255066505,resolved,ChIJiQYyz6jJlzMR-VsgSjaZvWo,Cucina Reposo,14.5676512,121.0238545,
255066581,low_confidence,ChIJO73oN4CqlzMRKH_ePvDWHAQ,La Florentina Resort,14.9473511,120.9393883,distance=19.5km>5.0km
255066744,low_confidence,ChIJxUbtDQbJlzMRThZ81oxqOx0,"Pan de Manila Valero Carpark, Makati",14.55853,121.023203,name_similarity=56
255067033,resolved,ChIJr9EMQBDJlzMRfH_YD87kKik,SUGI,14.5499153,121.0245856,
255067079,low_confidence,ChIJc2-Ci-DJlzMRYq0Fw0ROHCE,Bourbon New Orleans PH,14.5630083,121.0289895,distance=5.1km>5.0km
255067086,resolved,ChIJb-sW2QjJlzMRQCSxK4E1JlI,Starbucks Signa Designer Residence,14.5592514,121.0194029,
255067138,resolved,ChIJF3lBfqrJlzMRPR9i8kWLMoI,Handlebar Bar and Grill,14.5623486,121.0304999,
255067248,resolved,ChIJ9WiIsWy2lzMR68wmK6yWeOc,McDonald's,14.6283813,121.0040151,
255067297,resolved,ChIJpdrmHSnKlzMRg2sIHUBt0YE,Wendy's - PGH Taft,14.5781,120.9873842,
255067322,resolved,ChIJN4OT2IPOlzMRju9TbFB6LLI,Oyster Plaza Hotel,14.4896737,120.9910879,
255067386,resolved,ChIJKflB6lK2lzMRaLlzVfQB6Pk,Sir Williams Hotel,14.6356103,121.0325562,
255067433,resolved,ChIJMfQ0DgfJlzMRyTo1RmPzUAc,Elbert's Steak Room,14.5610309,121.0255175,
255067530,resolved,ChIJ9wNCbhivlzMRuzdbSlxkYlw,RH Victoria's Restaurant & Catering Services,14.828641,121.043094,
255067602,resolved,ChIJQViINNa2lzMRHqdQ1wH24_I,Pizza Hut,14.6789232,121.0323329,
255068024,resolved,ChIJc2ux__PIlzMRKLoiCNet5Rk,Starbucks 32nd St. and 7th Ave. Drive-Thru,14.5537475,121.0508284,
255068205,resolved,ChIJf44DyILNlzMRPQBOJrCFofc,BC2 Digman Halo-Halo Special Refreshment Parlor,14.4603583,120.9431889,
255068231,resolved,ChIJRSd-2AHJlzMRHCw4K52W0w8,Yamato Bakery Cafe,14.558231,121.0333635,
255068245,resolved,ChIJRTNYMaHJlzMRQZROKCifT48,Buddy's Kakarong,14.5699952,121.0174667,
255068430,resolved,ChIJKcmcmvi3lzMRLc-zZOBlX1k,Jollibee - V. Luna Kalayaan,14.6359348,121.0548159,
255068543,resolved,ChIJIfBMqiDHlzMRHI1OMKDV2K8,Talipapa,14.5897121,121.0912157,
255068769,low_confidence,ChIJyTGNZIHOlzMRzXNBEI4Gh0I,Starfleet Reflex Zone,14.48982,120.991412,name_similarity=54
255068817,resolved,ChIJJ0ydnAzNlzMRWd4TKhJV0W0,Jollibee,14.4515968,120.9773487,
255069032,resolved,ChIJ14N2K1q0lzMRFpzLZovoCyU,Dolor's Kakanin,14.6699954,120.9481112,
255069136,resolved,ChIJN-W97aTIlzMRIVzpIHRLwnQ,Taguig City Hall,14.528924,121.0698904,
255069228,resolved,ChIJu01fMQMAlzMRpPjPI86n2Hc,La Familia Sizzlers & Restaurant Functions & Catering Services,14.9647429,120.8996863,
255069505,resolved,ChIJAQAAAKnOlzMRQ1C91SVkDnA,Starbucks 9 Diosdado Macapagal Blvd Drive-Thru,14.5280999,120.9896874,
255069701,resolved,ChIJKxfU4IDJlzMRQz1ljYsyNjY,Starbucks Ayala North Exchange,14.5598258,121.0153629,
255069904,resolved,ChIJ4SHVPpxUljMRqFbINlmfDlU,Guilbert's Place,14.8677724,120.8600996,
255069907,resolved,ChIJSajtAkXJlzMRI8ik3TV50nY,Masagana Mall,14.5377516,121.0013794,
255069989,resolved,ChIJ64LfOgDJlzMR2Bod7uJdhIM,Mang Inasal,14.5241117,121.0126203,
255070072,resolved,ChIJoS-wbrXSlzMR4ClIBC4_MEA,Josephine's,14.4380077,120.8974201,
255070087,low_confidence,ChIJGXo5VxrKlzMRE3cVnCTQZA4,Escolta Street,14.5979582,120.9785932,distance=6.9km>5.0km
255070192,resolved,ChIJx6_4yT_IlzMRzQCwGj01Rso,Sumo Sam,14.5813118,121.0548134,
255070216,resolved,ChIJN2Fbr9zRlzMRlsiFClLRxNI,Pizza Hut Alabang,14.4304004,121.0158218,
255070233,resolved,ChIJZ-9hzEWwlzMR-nBTSN-RvHg,Wet and Dry Market,14.7397366,121.0476612,
255070267,resolved,ChIJWwzGKIC4lzMRK8PUq-ix6ks,Nature's Camp Cafe (LIKE NATURE),14.5888694,121.1249046,
255070294,resolved,ChIJDZo6jsO4lzMRyQypBNTchL8,Padi's Point Sumulong Branch,14.6131708,121.1529111,
255070297,resolved,ChIJzXqsWsvJlzMRSdQFEn9cP3w,Jones All Day,14.5494243,121.054237,
255070439,resolved,ChIJVaUTu6atlzMRhEQmkZdSUy4,Sarsa At Inihaw,14.8085466,120.9465123,
255070490,resolved,ChIJ_7955yvKlzMRy4aRyYzpLOY,Las Palmas Hotel de Manila,14.573656,120.983375,
255070540,resolved,ChIJm-GtN9bLlzMRZatLGbYELwY,Army And Navy Club Of Manila Incorporated,14.5787753,120.9762036,
255070663,resolved,ChIJ-e9_j27IlzMRTSxYxPIqbFM,Shakey's Pizza Parlor - Kapitolyo,14.5735962,121.0621917,
255070731,resolved,ChIJh1vJBqrJlzMRv_czQLwP9Qk,Paris Délice,14.562601,121.028159,
255070777,resolved,ChIJqaMavpnOlzMR0AlalMuDK-w,Luk Foo Cantonese Kitchen,14.5009735,120.9973605,
255070844,low_confidence,ChIJzyjM68dZnAARYz4p8gYVWik,Brazil,-14.235004,-51.92528,distance=19256.2km>5.0km
255071074,resolved,ChIJ--cT7fLIlzMRDty8wazhAwg,Hossein,14.5496178,121.0534955,
255071200,resolved,ChIJR2OgBhLJlzMR8MD7qoJyk_4,Big Brother,14.5569066,121.0155462,
255071218,low_confidence,ChIJy7_W_afJlzMR8DGR_kSTJ-o,RYU Ramen,14.563838,121.0222545,distance=7.6km>5.0km
255071288,low_confidence,ChIJuT19YgDPlzMRmAULjuf-UnY,Central Square,14.4521245,121.0302395,name_similarity=50
255071313,zero_results,,,,,ZERO_RESULTS
255071316,low_confidence,ChIJueSuPKzJlzMRD8s1unyvI1A,Artina Zobel Residences,14.5681785,121.0278941,name_similarity=57
255071482,low_confidence,ChIJNTKdOSXKlzMRg0UMabKe1YI,José Rizal Monument,14.5817917,120.9770458,distance=10.9km>5.0km
255071584,resolved,ChIJDaNYQqrJlzMRw_xQw7J-6u4,Filling Station Bar And Cafe,14.5634525,121.0296742,
255071847,resolved,ChIJGf-JNlbJlzMRwG1YSzA7cZY,Jollibee,14.5341291,120.9887869,
255071872,low_confidence,ChIJd8I66dMkdzYRHF0pHL33vok,East Asia,38.7945952,106.5348379,distance=3044.8km>5.0km
255071890,low_confidence,ChIJvdQK4kstljMRggF5lU-I2o4,Irasan Salt Farm,14.4446847,120.890616,distance=12.4km>5.0km
255071899,low_confidence,ChIJqdja9k-plzMRdiiTIVEbmes,Petra’s Kitchen and Cafe,14.8901582,121.0368832,distance=32.1km>5.0km
255071936,resolved,ChIJN7FVr667lzMRBj95c1vNuk0,Buckle Up Carwash,14.7226634,121.1409044,
255072141,resolved,ChIJZ26dxhHJlzMRAL85izzlbBU,Coffee Project Mosaic,14.5525486,121.0181274,
255072177,resolved,ChIJ8evli5mwlzMRQTzSqEfqapM,Jollibee Fairview Regalado,14.7061735,121.0698824,
255072238,resolved,ChIJq3eB2mfIlzMRaH7o5QbPwfc,RUB Ribs & BBQ - Kapitolyo,14.5677778,121.0586111,
255072280,resolved,ChIJi7RYKj3JlzMRBmjjV4x5u4I,"4th Floor DPC Place Builing, 2322 Chino Roces Ave, Makati, 1200 Metro Manila",14.5314755,121.0235396,
255072323,low_confidence,ChIJNdWdSuDLlzMRuLdz4zz4dXg,Trinity Ihaw-Ihaw & Food House,14.5448012,120.9862922,name_similarity=56
255072335,low_confidence,ChIJm4hbZnHJlzMRMOpGN4OSNjI,Secret Recipe,14.5507446,121.0270908,distance=5.5km>5.0km
255072468,resolved,ChIJVwM4ldXLlzMRvSUhW5FSKuA,Admiral Hotel Manila - MGallery Collection,14.5653008,120.9850956,
255072604,resolved,ChIJg3nYS4jJlzMR-DjsUvp1AWI,Jollibee,14.5343264,121.0036627,
255072694,resolved,ChIJNYW9Wh_JlzMRMgMGKPN14xg,Bistro Breakfast Buffet Restaurant - City Garden Hotel Makati,14.5642586,121.0293127,
255072725,resolved,ChIJ8wv2q-S2lzMR9edUJCwCEyw,Andok's,14.6559037,121.0274182,
