osm_id,name,fclass,finalCategory,latitude,longitude
24797714,Gideon Academy,school,Public Service,14.5406976,120.994976
24797863,Landbank,bank,Public Service,14.552457,120.9922402
24797896,Liana's Supermarket,supermarket,Retail,14.5474077,120.9958981
25389001,Landbank,bank,Public Service,14.5274295,120.9978549
25389026,Airport Post Office (EMS),post_office,Public Service,14.5190974,121.000764
25389032,Mercury Drug,pharmacy,Health,14.5220183,120.9966663
25389043,Metrobank,bank,Public Service,14.5276626,120.9969775
25389055,PSBank,bank,Public Service,14.535012,120.9960712
25389063,Savemore Market,supermarket,Retail,14.5379101,120.9999971
25389079,POI-L Medical and Surgical clinic,doctors,Health,14.5355888,120.9963041
25389083,Bentaub Drugstore [small],pharmacy,Health,14.5384325,120.9941861
25389198,Protacio Hospital,hospital,Health,14.5241939,120.9965839
25426119,Farmacia Baclaran,pharmacy,Health,14.5323175,120.9936415
25426127,C-Side Dental Clinic,dentist,Health,14.5329352,120.9938485
25426132,BDO,bank,Public Service,14.5323329,120.9938647
25583815,Pasay Post Office,post_office,Public Service,14.5451612,120.9923713
25583828,Badminton Center,sports_centre,Park/Nature,14.5600596,121.0077967
25583833,CTBC Bank,bank,Public Service,14.5601584,121.0130289
25583862,Mercury Drug,pharmacy,Health,14.5562011,121.0038035
25583867,Chinabank,bank,Public Service,14.5567378,121.0050109
25583879,Pasay Central Fire Station,fire_station,Public Service,14.5493071,121.004251
25583897,BDO,bank,Public Service,14.5468982,120.9966458
25677825,Donsol Fire Station,fire_station,Public Service,12.9064909,123.5968121
25679323,Mercury Drug,pharmacy,Health,13.148774,123.7167402
25679340,BU - College of Business Economics & Management,university,Public Service,13.1484783,123.7173203
25679364,Legaspi City Post Office,post_office,Public Service,13.1553841,123.748906
25679365,"Tourism Oriented Police Station, Donsol",police,Public Service,12.911192,123.588915
25747620,Kalibo Fire Station,fire_station,Public Service,11.7007098,122.3689658
25747623,Rural Bank of Nabas,bank,Public Service,11.8292219,122.0908885
25750823,Makato Police Station,police,Public Service,11.7167242,122.2842894
25767764,Police Station,police,Public Service,11.94087,121.939394
26032624,Mercury Drug,pharmacy,Health,14.5779169,120.9788535
26032791,Metrobank,bank,Public Service,14.5660559,120.9847681
27422253,Addas,water_tower,Other,14.4121132,120.967987
27422254,Addas,water_tower,Other,14.414117,120.9724532
27895288,Landbank,bank,Public Service,14.4356673,121.0095092
30759930,The Children's House School,school,Public Service,14.6499314,121.1181615
30760002,Victoria School,school,Public Service,14.651408,121.1134336
30760141,Minds in Motion Learning Center,school,Public Service,14.646612,121.1151401
30760151,Covenant Children Academy,school,Public Service,14.6455073,121.118793
30760175,DC Integrated School for Early Achievers,school,Public Service,14.6584141,121.1143844
30917615,EastWest Unibank,bank,Public Service,15.8838218,120.5987223
41955369,Sta. Clara Academy,school,Public Service,14.6218221,121.0944032
198498867,Balangkayan Municipal Hall,town_hall,Public Service,11.4730301,125.5107176
243088264,Landbank,bank,Public Service,14.6504148,121.1060395
243088265,Metrobank,bank,Public Service,14.6217327,121.0928346
243088270,Robinsons Supermarket,supermarket,Retail,14.6351915,121.1022754
243987994,Rustan's Fresh Market,supermarket,Retail,14.536142,121.0185959
244888458,Amazing Grace Academy (Annex),school,Public Service,14.4158172,120.9561059
244891111,Vista Verde,water_tower,Other,14.4203925,120.9622802
244891564,Vista Verde,water_tower,Other,14.4205885,120.9562543
245218018,Cherry Homes,water_tower,Other,14.4196366,120.9520296
245224738,Seven Seas NKP Elementry High School,school,Public Service,14.4181774,120.9514185
246769828,Breeze Woods,water_tower,Other,14.4189213,120.9554652
246769839,Mother Of Christ Montessouri Integrated School,school,Public Service,14.4184445,120.9540211
246979432,Breeze Woods,water_tower,Other,14.4195559,120.9551542
253770230,Watsons,pharmacy,Health,14.1680371,121.2435152
254753665,Children's Educational Center,kindergarten,Public Service,13.625325,123.201311
254753681,Ama Computer Learning Center,college,Public Service,13.6244368,123.1846448
254753685,Worldtech Resources Institute,college,Public Service,13.623249,123.18614
254753686,AMA Computer College,college,Public Service,13.629883,123.198359
254753694,STI Naga,college,Public Service,13.6175722,123.1904793
254753698,Naga City Seed Montessori,kindergarten,Public Service,13.624814,123.193894
255049882,Esperanza Flowers,florist,Retail,14.5564209,121.013191
255049912,La Loma Fire Sub-station,fire_station,Public Service,14.6316513,120.9947341
255049917,Makati Police Precint 8,police,Public Service,14.5490107,121.0652569
255049933,Police Community Precinct № 2,police,Public Service,14.4585299,120.9701761
255049936,Police Community Precinc № 2,police,Public Service,14.6634751,120.9840103
255050034,Chinabank,bank,Public Service,14.5408922,120.9925321
255050058,China Bank Savings,bank,Public Service,14.5483091,121.003015
255050167,Philippine College Of Criminology,college,Public Service,14.6018602,120.9832068
255050204,Bscp Billiards Zone,pitch,Other,14.5622,120.991989
255050230,RCBC,bank,Public Service,14.5580425,121.0243357
255050237,Mercury Drug,pharmacy,Health,14.6211192,121.0498626
255050240,Police Community Precinct 2,police,Public Service,14.581231,121.02983
255050241,BPI,bank,Public Service,14.76244,120.9479519
255050264,Asian School Of Christian,school,Public Service,14.6282515,120.9971328
255050283,Manila Central University College of Dentistry,college,Public Service,14.6043351,120.9953029
255050307,St. Joseph Christian School,school,Public Service,14.744116,121.0362583
255050399,Century Savings Bank,bank,Public Service,14.573133,121.0635112
255050410,Metro Drug,pharmacy,Health,14.596071,121.080688
255050411,Fire Boat 2,fire_station,Public Service,14.58886,121.0854791
255050429,Puso Ni Jesus Play School,kindergarten,Public Service,14.560111,121.091186
255050824,Metrobank,bank,Public Service,14.5710011,121.0659958
255051103,Central Mail Exchange Center,post_office,Public Service,14.5194977,121.0005836
255051235,UST Hospital Clinical Division,hospital,Health,14.6122477,120.9898193
255051494,CAA Police Community Precinct 4,police,Public Service,14.457091,120.994751
255051656,Divine Grace School,school,Public Service,14.740521,121.06134
255051892,Sgm Drugstore,pharmacy,Health,14.6445715,121.0222188
255052286,Mercury Drug,pharmacy,Health,14.6232875,120.9991911
255052584,BF Homes Barangay Hall,town_hall,Public Service,14.4457665,121.0271409
255052631,"Capitol Hills Christian School, Inc.",school,Public Service,14.6898669,121.0991363
255052734,Metrobank,bank,Public Service,14.5527945,120.9922065
255052977,Community Precinct No. 2,police,Public Service,14.50036,120.9897
255053387,Pulilan Cockpit,pitch,Other,14.8946197,120.873307
255053609,BPI Family Savings Bank,bank,Public Service,14.5591548,121.0089839
255053941,Pandacan Police Station,police,Public Service,14.5931654,121.0035632
255054475,SPD Police Precinct 1 (SS10),police,Public Service,14.5628034,121.0603958
255054486,Caloocan City Police Community Precint 7,police,Public Service,14.6815301,121.0089111
255054592,China Bank,bank,Public Service,14.5557162,121.0194104
255054901,UCPB,bank,Public Service,14.5528239,121.0166827
255055167,Pcp- 5,police,Public Service,14.5474907,121.0084187
255055431,Divine Mercy College,school,Public Service,14.66118,120.9795047
255055499,Living Stones Christian Academy,school,Public Service,14.5822281,121.0487596
255056185,Mercury Drug,pharmacy,Health,14.5623488,121.0279034
255056363,Mother Gonly Memorial Institute,school,Public Service,14.6420305,121.0215018
255056752,UnionBank,bank,Public Service,14.5547378,121.0206172
255057226,Bureau Of Post Airmail District Center,post_office,Public Service,14.52178,121.000381
255057268,St. Jerome Learning Center (sunrise Learning Schoo,school,Public Service,14.614724,121.0636288
255057513,Children's House Of Learning And Development,school,Public Service,14.70377,121.07154
255058233,Metrobank,bank,Public Service,14.6084809,121.0173252
255058346,St. John Institute of Technology,school,Public Service,14.689661,121.027351
255058348,Southern Rizal Institute,school,Public Service,14.53961,121.068611
255058373,Pcp-3,police,Public Service,14.65179,120.960632
255058379,St. Gabriel Academy,school,Public Service,14.6587263,120.9811323
255058436,Pcp-3,police,Public Service,14.4661887,120.967851
255058503,East Grace Park Police Station,police,Public Service,14.6443335,120.9899723
255058570,Baclaran Fire Station,fire_station,Public Service,14.53142,120.997001
255058592,Bagumbayan Barangay Hall,town_hall,Public Service,14.4737052,121.0593538
255058703,Police Community Precinct,police,Public Service,14.6291528,121.0983621
255058717,Juan Luna High School,school,Public Service,14.605501,120.990158
255058728,Landbank,bank,Public Service,14.5618358,121.0178039
255058734,West Rembo Fire Station,fire_station,Public Service,14.5627745,121.0604525
255058861,Namei Polytechnic Institute,college,Public Service,14.5875,121.0234219
255058907,Parañaque Community High School,school,Public Service,14.525341,120.99678
255058912,Pcp-4,police,Public Service,14.6467701,120.9548519
255058946,Hulong Duhat Fire Station,fire_station,Public Service,14.6806414,120.9398482
255059073,Hope Academy of Rizal,school,Public Service,14.589143,121.1301535
255059116,Rj Supermarket,supermarket,Retail,14.55948,121.084442
255059287,Strike Zone Sports Complex,sports_centre,Park/Nature,14.556253,120.98877
255059311,Chinabank,bank,Public Service,14.55835,121.082
255059443,PBCom,bank,Public Service,14.5718654,121.0642925
255059512,Philtrust Bank,bank,Public Service,14.5607511,121.0129268
255059517,Vicente Romualdez Integrated School,school,Public Service,14.602531,121.009201
255059538,La Immaculada Concepcion School,school,Public Service,14.55991,121.079422
255059540,PSBank,bank,Public Service,14.5615357,121.0764056
255059541,New River Kindergarten School,kindergarten,Public Service,14.5633782,121.0710517
255059861,Bagong Lote Elementary School,school,Public Service,14.6695458,120.998038
255059913,Maybank,bank,Public Service,14.5372141,121.0001113
255059920,IETI School,school,Public Service,14.6261952,121.0484866
255059923,Morning Dew Montessori School,school,Public Service,14.5878128,121.1256625
255059925,Our Lady of Mercy Hospital,hospital,Health,14.721521,121.0397952
255059930,Lizardo Childrens Clinic,clinic,Health,14.5778748,121.0825092
255059941,Chinabank,bank,Public Service,14.5466998,120.9959637
255059951,BDO,bank,Public Service,14.5558059,121.0172576
255059979,Progreso Barangay Hall,town_hall,Public Service,14.6025773,121.019799
255059983,Camilio Osias School,school,Public Service,14.62772,120.974418
255059985,Valdez-Padron Clinic,doctors,Health,14.708323,121.039645
255060037,Taguig Central Police Station,police,Public Service,14.52864,121.070686
255060054,Ilaya Barangay Hall,town_hall,Public Service,14.47771,120.980751
255060078,Landbank,bank,Public Service,14.578939,121.0639161
255060171,Pasay City Police Station 1,police,Public Service,14.5579626,120.9849132
255060177,Children of Mary Immaculate College,college,Public Service,14.6939259,120.9675199
255060188,Eastwest Bank,bank,Public Service,14.590663,121.0887053
255060207,Metrobank,bank,Public Service,14.5647622,121.0760096
255060276,LBC,post_office,Public Service,14.5586432,121.012293
255060282,Syvels Cubao,shoe_shop,Retail,14.62344,121.05606
255060299,Makati Fire Station 10,fire_station,Public Service,14.5489974,121.0651707
255060411,Philacor Fire Station,fire_station,Public Service,14.455691,121.039451
255060442,Embassy of the United Arab Emirates,embassy,Public Service,14.5531709,121.0178369
255060691,BDO,bank,Public Service,14.5694352,121.0246677
255060717,A. R. Bautista Children And General Hospital,hospital,Health,14.7303,121.043441
255060764,Mercury Drug,pharmacy,Health,14.560069,121.0148561
255060785,St. John Hospital,hospital,Health,14.6931601,120.9656248
255060787,Philippine Sun Yat Sen High School,school,Public Service,14.601861,120.97892
255060822,Jethro Shooting Range,pitch,Other,14.6398215,121.0193728
255060848,John Paul Medical Clinic,clinic,Health,14.6597041,120.9917702
255060861,Meralco Fire Sub-station,fire_station,Public Service,14.5791284,121.063478
255061186,Lycee D Saint C. Y. R.,school,Public Service,14.46649,121.012229
255061202,Lifespring Christian School,school,Public Service,14.6294113,121.0091814
255061279,Diliman Christian Academy,school,Public Service,14.6667541,121.0596932
255061305,Joson Medical Clinic,clinic,Health,14.5787595,121.081881
255061307,International Baptist Academy,school,Public Service,14.6684563,120.9676522
255061405,IBP Fire Sub-Station,fire_station,Public Service,14.694632,121.0958113
255061517,Philippine Marine Incorporated,school,Public Service,14.6163277,120.9839827
255061519,Maria Montessori Children's School Foundation,school,Public Service,14.5484873,120.993044
255061531,Carmona Barangay Hall,town_hall,Public Service,14.5778608,121.0183277
255061534,St. Francis Academy,school,Public Service,14.46727,121.012931
255061642,Metrobank,bank,Public Service,14.5800305,121.0554151
255061715,PCP-1,police,Public Service,14.4807742,120.9815772
255061730,A. C. Herrera High School,school,Public Service,14.634731,120.979782
255061733,BPI,bank,Public Service,14.5526433,120.9917151
255061867,Casual General Hospital,hospital,Health,14.7370013,121.070637
255061938,Filipinas Heritage Library,library,Public Service,14.5536324,121.0231474
255062000,Far East Bank And Trust Company (Carlos Palanca Branch),bank,Public Service,14.5546019,121.018642
255062128,Kalentong Fire Sub-station,fire_station,Public Service,14.5912522,121.0252807
255062132,Fully Booked,bookshop,Retail,14.5496723,121.0527688
255062284,PNB,bank,Public Service,14.4729631,121.0052324
255062285,Watsons,pharmacy,Health,14.5727958,121.0639868
255062399,Pcp-3,police,Public Service,14.603378,121.0987299
255062416,AMA Computer College,college,Public Service,14.4973514,121.0340703
255062467,Fitness First,fitness_centre,Other,14.5575096,121.0206416
255062522,Proline Sports Center,sports_shop,Retail,14.5879527,121.0446411
255062757,Our Help of Christian School,school,Public Service,14.5951849,121.021329
255062849,Malabon Cultural Institute,school,Public Service,14.65753,120.957809
255062900,Mercury Drug,pharmacy,Health,14.6185863,121.0096947
255062920,Mercury Drug,pharmacy,Health,14.578589,121.0512446
255062933,Asian Institute of Maritime Studies,college,Public Service,14.5457461,120.991671
255063024,J. P. Sioson General Hospital And Colleges,hospital,Health,14.6599034,121.0250945
255063039,PNB,bank,Public Service,14.462281,120.9695671
255063240,Pasay City Traffic Headquarter,police,Public Service,14.545137,120.9936053
255063251,Morales Childrens Clinic,clinic,Health,14.5780048,121.0823562
255063257,Bethel High School,school,Public Service,14.6062811,120.9826535
255063316,St. Joseph School,school,Public Service,14.59349,121.003829
255063322,Bf Homes Sub-station,fire_station,Public Service,14.7322511,121.0196796
255063340,Infant Jesus Learning Academy Of Quezon City,school,Public Service,14.6453205,121.0219208
255063383,Bank of the Philippine Islands - A. Bonifacio (457),bank,Public Service,14.6519681,120.9974017
255063472,San Antonio Barangay Hall,town_hall,Public Service,14.5622446,121.0086306
255063537,Galas Fire Sub-station,fire_station,Public Service,14.6118927,121.0090976
255063569,China Bank,bank,Public Service,14.5523715,121.0182297
255063581,Mandaluyong Police Community Precinct 1,police,Public Service,14.5897925,121.0268436
255063585,Hermès,clothes,Retail,14.5521282,121.0227717
255063733,Gatebank Pandi,bank,Public Service,14.86512,120.957908
255063735,Manuel L. Quezon High School,school,Public Service,14.629441,120.978752
255063737,BDO,bank,Public Service,14.527156,120.9972703
255063781,UnionBank,bank,Public Service,14.4235491,121.0244758
255063803,Marilao Badminton,pitch,Other,14.7632511,120.9460899
255063823,Martinez Memorial Colleges,college,Public Service,14.638401,120.97602
255063842,Mizzle Farm,community_centre,Other,14.5390939,121.1429707
255064208,Makati Fire Sub-station 5,fire_station,Public Service,14.5603234,121.0058628
255064307,Victoria School Foundation,school,Public Service,14.6285374,121.0570709
255064315,Sacred Angel,clinic,Health,14.7353252,121.0686784
255064350,Puregold Jr.,supermarket,Retail,14.5856886,121.0015243
255064505,PSBank,bank,Public Service,14.4501744,120.9808015
255064572,Pcp- 5,police,Public Service,14.7081371,120.946227
255064602,Buena Park Sports Complex,sports_centre,Park/Nature,14.661351,120.976829
255064648,Station 3,police,Public Service,14.68709,121.025001
255064666,Metro Manila College High School Division,school,Public Service,14.7278143,121.0454383
255064741,Sumilang Barangay Hall,town_hall,Public Service,14.5578427,121.0743405
255064773,MetroBank,bank,Public Service,14.6181332,121.0081027
255064839,PCP-4,police,Public Service,14.541426,121.0120271
255064944,UnionBank,bank,Public Service,14.5881942,121.0448447
255064989,Taguig Traffic Police,police,Public Service,14.5069266,121.0358949
255064991,Mercury Drug,pharmacy,Health,14.5527569,121.0135794
255065189,Pateros Catholic School,school,Public Service,14.545007,121.0672563
255065202,BPI,bank,Public Service,14.5536576,121.0161091
255065215,Central Market Police Station,police,Public Service,14.6039633,120.9846776
255065278,RCBC,bank,Public Service,14.6183432,121.0103688
255065305,Taguig Fire Substation,fire_station,Public Service,14.528821,121.070449
255065333,Office Warehouse,stationery,Retail,14.5522555,121.0135392
255065450,LandBank,bank,Public Service,14.588681,121.04396
255065515,Republic Supermarket,supermarket,Retail,14.60287,120.981529
255065749,BPI,bank,Public Service,14.56158,121.0265546
255065755,Mercury Drug,pharmacy,Health,14.61399,120.989051
255065828,Dagat-dagatan Sub-station,fire_station,Public Service,14.6466866,120.9549312
255065878,Valenzuela Institute,school,Public Service,14.707281,120.95597
255065891,La Suerte Fire Station,fire_station,Public Service,14.5048555,121.0354582
255065908,Pillar Village Fire Station,fire_station,Public Service,14.416911,121.00827
255065915,WCC Aeronautical and Technological College,college,Public Service,14.6562513,120.9911822
255065939,Nursery,kindergarten,Public Service,14.765851,121.07006
255065947,San Juan De Dios College,college,Public Service,14.5379489,120.9933565
255066041,Mandaluyong Central Fire Station,fire_station,Public Service,14.5771704,121.0333542
255066051,Landbank,bank,Public Service,14.557424,121.0206788
255066187,Landbank,bank,Public Service,14.5726394,121.0641922
255066214,Pineslight School,school,Public Service,14.5607827,121.0465028
255066288,Marulas Barangay Hall,town_hall,Public Service,14.6774293,120.984476
255066407,Las Piñas Community Library,library,Public Service,14.4803931,120.981277
255066423,PCU College of Business Administration,college,Public Service,14.5740994,120.9872791
255066475,Mercury Drug,pharmacy,Health,14.6581438,121.0195292
255066511,St. Francis Guidance School,school,Public Service,14.7314491,121.0528512
255066513,Fairview Polymedic Hospital,hospital,Health,14.729371,121.04251
255066609,Efren's Magic,pitch,Other,14.5318988,121.0231914
255066642,Police Community Precint № 1,police,Public Service,14.571531,121.059608
255066653,Metrobank,bank,Public Service,14.6215873,121.0495898
255066666,Albatross Foundation Academy,school,Public Service,14.6548244,120.9700595
255066693,PSBank,bank,Public Service,14.587514,121.0463403
255066764,Bethel Lutheran School,school,Public Service,14.62229,120.978958
255066779,China Bank,bank,Public Service,14.557721,121.0159361
255067140,Robinsons Bank,bank,Public Service,14.5822652,121.0602889
255067180,BDO,bank,Public Service,14.5646251,121.0757027
255067193,Lope K. Santos School,school,Public Service,14.58052,121.012481
255067241,Malibay Fire Station,fire_station,Public Service,14.533723,121.0097324
255067324,Central Police Station,police,Public Service,14.6330419,121.100654
255067360,Balara Academy,school,Public Service,14.6654706,121.0743731
255067385,BDO,bank,Public Service,14.5663018,121.0706016
255067430,Metrobank,bank,Public Service,14.6057216,121.0183086
255067486,PNB,bank,Public Service,14.6220148,121.0516424
255067513,Bayan Fire Station,fire_station,Public Service,14.6580792,120.9511527
255067580,Police Community Precinct № 7,police,Public Service,14.5587257,121.0818435
255067595,Pcp-2,police,Public Service,14.5780621,121.0783786
255067622,Pcp-9,police,Public Service,14.5666316,121.0313601
255067644,San Francisco Vocationaal School,school,Public Service,14.6414905,121.0156498
255067664,University of Santo Tomas Junior High School,school,Public Service,14.6106423,120.9878705
255067815,La Huerta Fire Station,fire_station,Public Service,14.5008517,120.9911445
255067824,Fitness First,fitness_centre,Other,14.5374526,120.9811097
255067900,Don Bosco Barangay Hall,town_hall,Public Service,14.4818222,121.0375796
255067973,Mother Regina,hospital,Health,14.58352,121.085128
255067996,E-Lanes Bowling Center,sports_centre,Park/Nature,14.6063166,121.0415165
255068098,Metrobank,bank,Public Service,14.6569363,120.989961
255068100,Manuela Fire Station,fire_station,Public Service,14.4544773,120.9750048
255068202,QCPD Station 1,police,Public Service,14.6318513,120.9949851
255068241,Palasan Barangay Hall,town_hall,Public Service,14.7039092,120.9476477
255068251,HSBC,bank,Public Service,14.553531,121.0482313
255068334,Legarda High School,school,Public Service,14.6145011,120.9987789
255068563,Manila Central University,university,Public Service,14.60364,120.990516
255068607,Savemore,supermarket,Retail,14.4622308,120.9624575
255068686,Unciano Parammedical College,college,Public Service,14.6007556,121.016325
255068693,International Exchange Bank,bank,Public Service,14.5611516,121.0178309
255068805,St Joseph Technical School,school,Public Service,14.480091,120.980087
255069011,BPI,bank,Public Service,14.5541978,121.0192952
255069045,Calle-piramide Medical Clinic,doctors,Health,14.5817269,121.0844031
255069493,RCBC,bank,Public Service,14.5533199,121.013587
255069680,Sub-station 4,police,Public Service,14.75145,121.044197
255069732,Makati Supermarket,supermarket,Retail,14.4226276,121.029904
255069782,Unionbank,bank,Public Service,14.6185859,121.0522385
255069799,Pcp- 3,police,Public Service,14.4869974,121.0464199
255069800,Pcp-1,police,Public Service,14.3947148,121.0445599
255069801,Citystate Savings Bank,bank,Public Service,14.5890966,121.0422745
255069851,Police Community Precinct 6,police,Public Service,14.5370798,121.0082732
255069882,Police Community Precinct 10,police,Public Service,14.5083513,121.0287462
255069932,Bank of Commerce,bank,Public Service,14.5353714,120.9934017
255069980,Metrobank,bank,Public Service,14.6295829,120.9645715
255070178,RCBC,bank,Public Service,14.5557235,121.0132928
255070282,Payatas Academy,school,Public Service,14.703961,121.097091
255070295,Elorde Boxing Gym,fitness_centre,Other,14.5626489,121.0280844
255070314,BPI,bank,Public Service,14.5575279,121.0262057
255070426,Pcp-6,police,Public Service,14.5665337,121.0794801
255070470,Station 2,police,Public Service,14.6477905,121.0280928
255070474,PCP 7,police,Public Service,14.5337118,121.0097537
255070486,Acebedo General Hospital,hospital,Health,14.7188033,121.0051496
255070489,United Coconut Planters Bank,bank,Public Service,14.5619612,121.0769596
255070545,Yanchos Drugstore,pharmacy,Health,14.6425311,121.0264988
255070613,PNB,bank,Public Service,14.5252621,121.000153
255070702,Malayan Bank,bank,Public Service,14.5610988,121.0774319
255070709,School of Saint Anthony Annex Building,school,Public Service,14.7329858,121.0660688
255070718,New Bilibid Fire Sub-station,fire_station,Public Service,14.3815255,121.0296839
255070746,BPI,bank,Public Service,14.5701302,120.9848648
255070778,don pobre and airport one Sports Center,sports_centre,Park/Nature,14.5233729,121.0003469
255070897,"Bethel Christian School Of Q. C., Inc.",school,Public Service,14.693361,121.05986
255071033,Police Sub-Station 7,police,Public Service,14.5652039,121.0457858
255071101,Manila Bible Seminary,college,Public Service,14.70789,121.029541
255071132,BDO,bank,Public Service,14.5578109,121.02375
255071165,Caloocan Academy,school,Public Service,14.6525434,120.971575
255071166,Mercury Drug,pharmacy,Health,14.5924667,121.0263831
255071178,Parañaque Central Police Station,police,Public Service,14.5007998,120.9910888
255071183,St Patrick,supermarket,Retail,14.6291668,121.0567075
255071258,Baesa Advent Polyclinic,doctors,Health,14.6767411,121.0052375
255071395,Holy Infant Academy,school,Public Service,14.3955185,121.0394176
255071432,Christian Baptist Academy,school,Public Service,14.5454755,121.0637386
255071445,Dagonoy Police Community Precint,police,Public Service,14.5720282,121.0044632
255071454,F. T. I. Retail Market,supermarket,Retail,14.508657,121.0451916
255071463,Mercury Drug,pharmacy,Health,14.5305464,120.9968751
255071481,Daang-hari Sub-station,fire_station,Public Service,14.66857,120.941162
255071556,B.F. Fire Sub-station,fire_station,Public Service,14.68971,121.07682
255071563,De Ocampo Memorial College,college,Public Service,14.5999489,120.9994698
255071583,Power Smash,pitch,Other,14.5474198,121.0153014
255071645,Mercury Drug,pharmacy,Health,14.5529213,120.9924312
255071671,Tanchoco Clinic,hospital,Health,14.67563,120.943161
255071824,Station 1,fire_station,Public Service,14.5605242,121.0447903
255071879,Our Lady Of Grace Hospital,hospital,Health,14.64872,120.981758
255071922,Three Angels Educational Center,school,Public Service,14.600561,121.008392
255071998,Rosario Specialist Clinic,clinic,Health,14.59005,121.084831
255072136,GCF International Christian School,school,Public Service,14.5888641,121.0611727
255072138,Blessed Trinity School of Las Piñas,school,Public Service,14.42005,121.01123
255072188,Nike,clothes,Retail,14.550788,121.0512275
255072206,BPI,bank,Public Service,14.5690505,121.0259921
255072237,Fire Chiefs & Fire Fighters Group,fire_station,Public Service,14.6422715,121.0215928
255072253,Metrobank,bank,Public Service,14.6522974,120.9976713
255072304,Our Lady of Fatima Children Learning Center,school,Public Service,14.4490824,121.0067157
255072387,Landbank,bank,Public Service,14.5461216,120.9934052
255072461,Fairview Fire Sub-station,fire_station,Public Service,14.7073576,121.0730047
255072473,Mercury Drug,pharmacy,Health,14.5385224,121.0109154
255072585,BDO,bank,Public Service,14.572164,121.0646568
255072637,University of the East - Ramon Magsaysay,university,Public Service,14.6070218,121.0209454
255072683,St. John Learning Center,school,Public Service,14.6968428,121.1051107
255525071,BDO (Panganiban Drive),bank,Public Service,13.622124,123.194048
255644675,NICO Naga Branch,bank,Public Service,13.617142,123.184353
255792864,PR Savings,bank,Public Service,13.625354,123.186895
259421978,BDO,bank,Public Service,14.6331524,121.0546936
259580552,Welcome Supermarket,supermarket,Retail,14.6175006,121.0022156
281144871,BPI,bank,Public Service,14.6401984,121.0742878
281144944,National Book Store,bookshop,Retail,14.6369195,121.0740299
281145908,BPI,bank,Public Service,14.6157534,121.0701073
284629856,Mercury Drug,pharmacy,Health,14.0682755,121.3248061
285878757,UCPB,bank,Public Service,14.0707458,121.3233584
286083853,Piaget Learning Center,school,Public Service,14.687371,121.0726636
286161658,BPI,bank,Public Service,14.6445752,121.0487065
286653629,Mercury Drug,pharmacy,Health,14.5979214,120.9837583
287247972,Robinsons Bank,bank,Public Service,14.0688773,121.3262412
288472882,The Marketplace,supermarket,Retail,14.5997663,121.069314
288473263,Sänti's Delicatessen,supermarket,Retail,14.5999708,121.0691303
288473322,Chinabank,bank,Public Service,14.5997463,121.0691494
290110821,Rural Bank of Calauan,bank,Public Service,14.1467214,121.3144119
293353361,PBCOM,bank,Public Service,14.0714724,121.3218819
293647460,CAS Hypermart,supermarket,Retail,14.0704816,121.3231066
293647512,United Peoples Rural Bank,bank,Public Service,14.0672821,121.3256682
293648985,China Bank Savings,bank,Public Service,14.0708212,121.3242433
297117261,BDO,bank,Public Service,14.6227431,121.0928508
301159691,BPI Family Savings Bank,bank,Public Service,14.4560885,121.0072396
305564422,RCBC,bank,Public Service,14.0679993,121.3257417
305565733,Security Bank,bank,Public Service,14.0703265,121.3244152
305565742,PSBank,bank,Public Service,14.0702434,121.3241039
305567001,PNB,bank,Public Service,14.0729219,121.3182407
305567009,PNB,bank,Public Service,14.0682793,121.3258988
305605717,San Pablo City Police Intelligence and Narcotics Division,police,Public Service,14.0742534,121.3254008
308231143,Chinabank,bank,Public Service,7.0661212,125.6102466
308234816,PNB,bank,Public Service,7.0640953,125.6099957
308871522,Mercury Drug,pharmacy,Health,14.0708863,121.3239553
308872218,Rural Bank of Seven Lakes,bank,Public Service,14.0652051,121.3266718
310325212,Mercury Drug,pharmacy,Health,12.3669108,123.621471
310325225,Belarmino Hospital,hospital,Health,12.1930854,123.8582351
310325226,Dimasalang Main Health Center,doctors,Health,12.1923077,123.856684
310731191,Asklepios,pharmacy,Health,14.0688942,121.3255055
311733288,Lamtang Irisan Cockpit,pitch,Other,16.4350407,120.5446176
311749238,BDO,bank,Public Service,7.0843572,125.6117344
311904891,Metrobank,bank,Public Service,14.604783,120.9739311
311904913,BDO,bank,Public Service,14.6048844,120.9741845
313474008,Ace Midtown,pharmacy,Health,14.0691789,121.3249511
313474433,BDO,bank,Public Service,14.0712824,121.3078259
313475236,Metrobank,bank,Public Service,14.0678682,121.3253183
313475237,Chinabank,bank,Public Service,14.0676798,121.3252973
316053951,Our Lady of Fatima Academy,school,Public Service,7.1183575,125.6545003
316054036,Holy Cross College of Sasa,college,Public Service,7.1169154,125.6501805
316054326,Mercury Drug,pharmacy,Health,7.1153776,125.6529903
316214902,CGH Pharmacy,pharmacy,Health,14.0729951,121.3132081
316548974,BDO,bank,Public Service,14.6218593,121.0058701
317704014,UnionBank,bank,Public Service,7.0735037,125.6130838
318007402,Filipino Chinese Fire Fighters of Davao,fire_station,Public Service,7.0767905,125.6149515
318010384,PNB,bank,Public Service,7.068194,125.6030797
318372841,Computer Sense College,college,Public Service,7.0866893,125.6283029
318616475,Saint Nicholas High School,school,Public Service,14.6618521,121.1013148
318832080,Amesco Drug,chemist,Health,7.0703963,125.6051437
